,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Tag your coffee,<Post CadCB_ThYys>,875,77,[],26/02/22,Tag your coffee date.,21,"[{'text': 'Been trying to find any of the new flavors but still no luck 😭 R.I.P.', 'length': 69}, {'text': 'Omg my store never has the brown sugar 😢', 'length': 40}, {'text': 'I like the brown sugar but wish it was oatmilk!', 'length': 47}, {'text': '@aldifindscny', 'length': 13}, {'text': '@mihallevinas', 'length': 13}, {'text': '@asklouienow the brown sugar was SOLD OUT IN MY STORE TODAY so I’m on the HUNT!', 'length': 79}, {'text': 'I still can’t find brown sugar! I’m in Texas!', 'length': 45}, {'text': '@anthonyppinto', 'length': 14}, {'text': 'My coffee date is @chobani and @tsaglimbeni', 'length': 43}, {'text': 'Still hoping the sizzling brown sugar will show up in Kentucky! Sounds delicious!', 'length': 81}, {'text': '@floom_89', 'length': 9}, {'text': 'Yesss! 🙌', 'length': 8}, {'text': '😍', 'length': 1}, {'text': 'I just got the brown sugar at my grocery store and OMG. worth the wait', 'length': 70}, {'text': 'make them without sunflower oil !', 'length': 33}, {'text': '👏👏👏👏👏👏the best', 'length': 14}, {'text': '@fearlicious', 'length': 12}, {'text': 'If my store only Carried them.. never can find them! :(', 'length': 55}, {'text': 'Oh my goodness ☕️🧋YES ❤️', 'length': 24}, {'text': 'I still haven’t found a store near by that sells the brown sugar creamer 🥺', 'length': 74}, {'text': 'Are they available in France?', 'length': 29}, {'text': 'This you @chobani and @ivankatrump ??', 'length': 37}, {'text': '@maxngallo', 'length': 10}, {'text': '@ceciliaojedaaa', 'length': 15}, {'text': '@is_va', 'length': 6}, {'text': 'They don’t have these where I shop I swear 😢😢', 'length': 45}, {'text': '@kaelaprice', 'length': 11}, {'text': '@greystreet09', 'length': 13}, {'text': 'I can’t find the brown sugar anywhere !!😭😭😭', 'length': 43}, {'text': ""I can't find this in my area ? Will it be expanding soon ."", 'length': 58}, {'text': '@janinho_official88 er det dig?', 'length': 31}, {'text': 'My favorite cold brew !', 'length': 23}, {'text': 'Can not find it anywhere near me in Oxford, AL 😢', 'length': 48}, {'text': 'Take the sizzling out and than we can talk', 'length': 42}, {'text': '@chobani are you guys not making oat creamers anymore?', 'length': 54}, {'text': ""please keep this flavor forever i'm begging"", 'length': 43}, {'text': 'Will these be available in Australia????', 'length': 40}, {'text': 'This creamer makes your burps taste like burnt popcorn. Horrific 😂', 'length': 66}, {'text': ""Stop advertising this if you can't find brown sugar creamer ANYWHERE!!!! 😢"", 'length': 74}, {'text': 'Love this combo!!! It’s been my go to this week while on vacation 😍', 'length': 67}, {'text': 'I was so excited to try the brown sugar and OMG I can’t handle the burnt taste from my burps! I don’t know how else to make that statement but definitely unfortunate!', 'length': 166}, {'text': 'So good but yeah makes your mouth taste terrible after', 'length': 54}, {'text': 'Why does the brown sugar one have a burnt after taste it is not good @chobani I love the other ones vanilla or hazelnut but did not have a good experience with this one', 'length': 168}, {'text': 'I need to find the brown sugar!!', 'length': 32}, {'text': '@chobani why does the brown sugar taste like gasoline! 🤢', 'length': 56}, {'text': 'Love this brown sugar but my burps taste like burnt popcorn after drinking and now that I’ve seen so many people with the same issue I had to stop purchasing 🤮', 'length': 159}, {'text': ""Sizzlin' Brown Sugar? Spicyyyyy. Like it. <3"", 'length': 44}, {'text': 'Why does Australia miss out! We need this!', 'length': 42}, {'text': '@emilymoultonn  the brown sugar one you neeeed to try', 'length': 53}, {'text': 'Okay. Didn’t know either of these existed… now i need to go on a hunt to find them', 'length': 82}]"
We’re continuing to,<Post CaVbpy8FXs8>,201,0,['bhm'],23/02/22,"We’re continuing to celebrate #BHM with good food from the Black community. Pictured here, another serving from @shaneebenjamin. This time it’s “seafood🦞🍋from the DMV (District of Columbia, Maryland, and Virginia). And shout-out to HBCUs (historically Black colleges and universities) in the region.” Save room for another helping coming soon.",343,None
Black Cherry Greek,<Post CaP0VEbgaKv>,468,15,[],21/02/22,Black Cherry Greek Yogurt: literally the cherry 🍒 on top. Y/N?,62,"[{'text': 'Y!', 'length': 2}, {'text': 'Yes🙌', 'length': 4}, {'text': 'Yes!', 'length': 4}, {'text': 'Yeeees😍😍😍', 'length': 9}, {'text': 'Yeaaaah 🔥', 'length': 9}, {'text': 'Yes!🍒🍒🍒', 'length': 7}, {'text': 'I fucking love chobani', 'length': 22}, {'text': 'Y. I love this flavor!', 'length': 22}, {'text': 'yumm', 'length': 4}, {'text': 'These are my fave 😍', 'length': 19}, {'text': 'who is greek yogurt amına koyduklarim', 'length': 37}, {'text': 'My absolute fav 🤤🔥🔥', 'length': 19}, {'text': 'You really love stealing from the Turkish kitchen. 🙂', 'length': 52}]"
What comes first:,<Post CaKjA5ws414>,776,13,[],19/02/22,"What comes first: the cereal 🥣 or the milk🥛? 

*Chobani® Plain Ultra-Filtered Milk: 6g sugar per cup; traditional plain milk: 12g sugar per cup, per USDA database.",163,"[{'text': 'yumm', 'length': 4}, {'text': '🤤', 'length': 1}, {'text': 'Has to be cereal first', 'length': 22}, {'text': '😍 When are you stocking up in Houston stores?! Can’t wait to try this!!', 'length': 71}, {'text': 'My son needs this!!!', 'length': 20}, {'text': 'love a good pour shot 🤍🤍', 'length': 24}, {'text': 'Will it come to SG ?', 'length': 20}, {'text': 'So creamy! 😍', 'length': 12}, {'text': 'Can’t wait to try', 'length': 17}, {'text': 'Cereal first 🥣', 'length': 14}]"
#Lucky you! Limited,<Post CaJSSWxD-qF>,929,97,['lucky'],19/02/22,#Lucky you! Limited Edition 🍀 Paddy’s Lucky Batch 🍀 Chobani Coffee Creamer makes every sip of coffee luckier than the last.,123,"[{'text': '@frosdtimes', 'length': 11}, {'text': '@elizabeth_511 @jess_dias', 'length': 25}, {'text': 'This sounds so incredible 😍', 'length': 27}, {'text': '@thrashedelic', 'length': 13}, {'text': 'We can’t find it in chicago metro/close burbs, stores please!!', 'length': 62}, {'text': 'Amazing', 'length': 7}, {'text': 'This is the absolute best flavor, hands down. Going to buy it all from my local grocery store before it’s gone forever! 🍀🍀🍀', 'length': 123}, {'text': 'Cookies and cream sounds way better than this 😭😭😭', 'length': 49}, {'text': 'What about the s’mores creamer 😭😭😭😭😭😭😭😭😭', 'length': 40}, {'text': 'Yes!!!', 'length': 6}, {'text': 'Can never find limited flavors in LA…', 'length': 37}, {'text': 'Will someone just mail this to me because I doubt I’ll have it in stores near me ugh 😢', 'length': 86}, {'text': 'Yummmm', 'length': 6}, {'text': '@chobani Is this available yet?? I don’t see it on your website to even look to see if it’s available in my area!', 'length': 113}, {'text': 'Just tried it this morning so good! I shared it on my story', 'length': 59}, {'text': '🙌', 'length': 1}, {'text': 'This needs to be permanent omg it’s so good !!', 'length': 46}, {'text': 'Where is the cookies n cream?!!!! 😫😢', 'length': 36}, {'text': 'Please make this a regular flavor!!!! Not limited time!!', 'length': 56}, {'text': 'I can’t find this anywhere 😢', 'length': 28}, {'text': '@nicolejenean12 I need this', 'length': 27}, {'text': 'This NEEDS to be permanent. It’s absolutely amazing and it’s so hard for lovers of mint like me to get it year round 😭', 'length': 118}, {'text': '😮 so excited!!! does anyone know/has anyone tried freezing these creamers?', 'length': 74}, {'text': 'Where can we get this!!????', 'length': 27}, {'text': '@chobani does this have actual mint in it ?', 'length': 43}, {'text': ""I can't find this one either!"", 'length': 29}, {'text': 'It’s amazing!! Plz make it permanent!!', 'length': 38}, {'text': 'This is so yummy!!', 'length': 18}, {'text': '@chobani it’s SO good!! I’m so happy I was able to find it. Can’t wait to buy more!!', 'length': 84}, {'text': 'Vegan Plant based too?', 'length': 22}, {'text': 'Tastes delicious, but the green color is so off putting. Hate the color it turns my coffee', 'length': 90}, {'text': 'Please make this permanent', 'length': 26}, {'text': 'Where can I find?', 'length': 17}, {'text': 'Loved the green. So fun!!', 'length': 25}, {'text': 'I wish I could find this 💔 none anywhere in my area 🥲', 'length': 53}, {'text': '@pleasanthill_groceryoutlet if you ever see this, please order it! It’s like a Girl Scout cookie in your coffee!!!!! Amazing! @chobani this should be in the shelves all year long!', 'length': 179}, {'text': '@chobani I can’t find this anywhere! I’m missing out here!', 'length': 58}, {'text': 'I still can’t find in Sacramento ca 🥲', 'length': 37}, {'text': 'Its green and soooooooo good', 'length': 28}, {'text': 'Best one by far', 'length': 15}, {'text': 'Found at Sprouts today!', 'length': 23}, {'text': 'Got mine yesterday! Excited to give it a try 😍', 'length': 46}, {'text': ""Just bought this and very excited to try, but question- should it come with a seal? I just want to make sure I didn't buy one that was already opened."", 'length': 150}, {'text': 'Yuuummm @kevbambechi I hope we get it near us', 'length': 45}, {'text': 'The mint is good but the creamer itself is watery. I have to add real cream on top of it. 🤣😒 thicken it up a bit!', 'length': 113}, {'text': 'THIS NEEDS TO BE A REGULAR, PLEEEEEASSEEE lol BEST creamer flavor ever!', 'length': 71}, {'text': 'I was so happy Hubby finally found it for me today !!!!!!! Oh it’s so delish ! It made my day 💚🍀', 'length': 96}, {'text': 'OMG, it’s even green. 😍💚', 'length': 24}, {'text': 'This was amazing and should absolutely be permanent!!', 'length': 53}, {'text': 'I LOVE your creamers!!! It makes my coffee taste so much better!!!❤️❤️❤️', 'length': 72}]"
It tastes like,<Post CaGGiQ3jGbH>,764,80,['lucky'],17/02/22,"It tastes like mint and cookies. It’s made with real milk and cream. And, oh yeah, it’s actually green. #Lucky you, can you guess what new Chobani Coffee Creamer flavor is coming soon? 🔜 🍀",188,"[{'text': '☘💚', 'length': 2}, {'text': 'I R I S H C R E A M 👀', 'length': 21}, {'text': 'Mint?!', 'length': 6}, {'text': 'I got it and it’s delicious 💚💚', 'length': 30}, {'text': 'YES!!! Thinking some Irish Creme????? 💚🍀', 'length': 40}, {'text': 'I’ll keep a secret 🤫, but my grocery store had it today 🍀💚', 'length': 58}, {'text': 'It’s really good. I made a macchiato with it yesterday', 'length': 54}, {'text': 'I wish it was oat based instead of any dairy!', 'length': 45}, {'text': ""Why won't you let customers tag you in thier stories? Whats up with jipping customers on the mixers in greek yogurts??? See stories since I kept trying to tag you. @chobani"", 'length': 172}, {'text': 'Can’t find these.', 'length': 17}, {'text': ""I've already got it and yummmmmyyyyy💚💚💚"", 'length': 39}, {'text': 'Ooh this  is great!', 'length': 19}, {'text': 'Bought it a few days ago! Very good. On the lookout for the brown sugar one', 'length': 75}, {'text': 'Still looking for the brown sugar', 'length': 33}, {'text': 'Thin mint', 'length': 9}, {'text': 'No way!!! 😍', 'length': 11}, {'text': 'Irish cream', 'length': 11}, {'text': 'Is cookies and cream discontinued? It was my all time favorite and my store has been out for weeks.', 'length': 99}, {'text': 'Just a guess on my behave  which is ""Mint Clover""', 'length': 49}, {'text': 'Ahh!! I wanna try it so bad 😍', 'length': 29}, {'text': 'Just bought it! I’m so excited!', 'length': 31}, {'text': 'I thought all of your creamers were vegan and bought one by accident that wasn’t and was sad to realize it when I got home (I have a dairy allergy)', 'length': 147}, {'text': 'Mint or Irish cream!!!', 'length': 22}, {'text': 'None of the new flavors are in any of my stores!  Bring them nationwide at target or Walmart', 'length': 92}, {'text': 'Ummmmm what?!!! I will be up all night guessing 🌝🌝🌝', 'length': 51}, {'text': 'I bought a bottle 2 weeks ago 👍🏼 ❤️', 'length': 35}, {'text': 'Can’t wait 🙌', 'length': 12}, {'text': 'Pistachio, Irish cream, or mint', 'length': 31}, {'text': '@evie.vandervoort', 'length': 17}, {'text': 'Where do you buy these?! 🙌', 'length': 26}, {'text': 'Thin mint 😍', 'length': 11}, {'text': 'Mmmmmmm looks delicious 🍀🍀', 'length': 26}, {'text': 'I already have it too🥳🤫 so delicious', 'length': 36}, {'text': 'Irish cream??? 😀 🤞🏻🤞🏻', 'length': 21}, {'text': '@hannafordmkts - Need to stock more Chobani in your Oneonta store! More local!', 'length': 78}, {'text': ""Found it yesterday and I'm addicted."", 'length': 36}, {'text': 'Ohhhh I think I have an idea ! 💚', 'length': 32}, {'text': '😍😍😍😍😍', 'length': 5}, {'text': 'Wait I need it 😢 please stock here in hawaii!!!', 'length': 47}, {'text': 'Whaaaa?! Is it mint cookie? And where near Salt Lake City can I find it?', 'length': 72}, {'text': 'Please go organic!!!', 'length': 20}, {'text': 'Mint chocolate', 'length': 14}, {'text': 'The color threw me at first but it’s delicious!!!', 'length': 49}, {'text': 'The coffee creamers are so good! Totally got hooked a few months ago', 'length': 68}, {'text': 'When will this flavor be available?? 🙊🍀', 'length': 39}, {'text': 'PLEASE make a sugar free flavor 😩', 'length': 33}, {'text': 'I wish there were fairly free alternatives :(', 'length': 45}, {'text': 'Is cookie and cream coming back?', 'length': 32}, {'text': 'Put these in Whole Foods 🗣', 'length': 26}, {'text': 'It’s sooooo good! And it’s GREEN!! 💚💚💚', 'length': 38}]"
Chobani celebrates good,<Post CaC4D1pNDZU>,250,0,['bhm'],16/02/22,"Chobani celebrates good food for all. And we’re celebrating #BHM with just that: good food from the Black community.
@shaneebenjamin’s bowl of gumbo—a Louisiana Creole staple that should not be confused with Cajun gumbo—looks good enough to eat on a purple, green, and gold tablecloth: the festive tricolor pattern ubiquitous to Mardi Gras in New Orleans. More on the way from @shaneebenjamin coming this month",410,None
Wear our 💗on,<Post CZ9miLZOnwz>,1011,276,[],14/02/22,"Wear our 💗on your sleeve. One to gift 💝and one for keeps. Starting on 2/14, 14 lucky fans have a chance to receive 2 sets of custom bracelets. 
To enter:
- Follow @chobani (you already are 😉)
- Keep your IG profile public 
- Comment with your favorite heart emoji for a chance to win 💕
- 💗💗💗 Tag up to three Valentines for more chances to win
Starts 2/14 @ 10AM EST. Ends 2/15 @ 9:59AM EST. Winners will be notified by 2/16. Prizes will be shipped out the week of 2/28.",469,"[{'text': '💚 @mxcamarie @lilgormet @carriesheff', 'length': 36}, {'text': '🤍🤍🤍🤍🤍🤍\n\n@dissasociation_king \n@memelordmaka \n@mamluk_nibba', 'length': 58}, {'text': '🤍💜', 'length': 2}, {'text': '❤️❤️CHOBANI is the BEST YOGURT, ETC., ETC. THE VERY BEST!!', 'length': 58}, {'text': '❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥 @marina.antonov_', 'length': 29}, {'text': 'Thank you for the giveaway @syg1218 @farhishary @theresonlyonerachel 💘💘💘', 'length': 72}, {'text': '@alizarosin 💘💘💘', 'length': 15}, {'text': '💕 @ashmitavachhani @natassha_vachanii @diiliipvachanii', 'length': 54}, {'text': '@whisktyler1', 'length': 12}, {'text': '@peshabaila', 'length': 11}, {'text': '💛 @mshadden70 @tabetha_m @mrscarlafuentes', 'length': 41}, {'text': '@rebeccaashkenazi', 'length': 17}, {'text': '@chaya2d', 'length': 8}, {'text': '@canaleschava', 'length': 13}, {'text': '@4greatkds', 'length': 10}, {'text': '💝💝💝 @rayshayrosin @whisktyler1 @tzippybee22', 'length': 43}, {'text': '🤍🤍🤍 @angelicamigguel @g.migu3l @sabrinasayage', 'length': 45}, {'text': '@thekugelmaven', 'length': 14}, {'text': '@4greatkds', 'length': 10}, {'text': '@bruendykohn2000', 'length': 16}, {'text': 'Thanks for this! 💝❤️\u200d🩹💖', 'length': 23}, {'text': '💝', 'length': 1}, {'text': '@rxcanbarbie @iamsunnyy__ @shesobambi 💕', 'length': 39}, {'text': '❤️ @browneyezzbeauty', 'length': 20}, {'text': '💕 @lovelybkvita', 'length': 15}, {'text': '💖 @bkgnome', 'length': 10}, {'text': 'Love😍❤️', 'length': 7}, {'text': '🤍🤍🤍', 'length': 3}, {'text': '❣️', 'length': 2}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '@k.undai @sophiacobb @adamjsank', 'length': 31}, {'text': 'I wanna win!!!!✨🤍', 'length': 17}, {'text': '💕💕 @monewt0', 'length': 11}, {'text': '@zappawood ❤️❤️', 'length': 15}, {'text': '@morganadams751 😍', 'length': 17}, {'text': '@dreamadream18 ❤️', 'length': 17}, {'text': '🤎🤍🤎🤍🤎🤍 @thee.angelo.ramos @stefanie.godinez @noah_fijolek', 'length': 57}, {'text': '❤️❤️', 'length': 4}, {'text': '@irishmojito', 'length': 12}, {'text': '💗', 'length': 1}, {'text': '❤️🥰', 'length': 3}, {'text': '@nsessa', 'length': 7}, {'text': '@laurencalderaro', 'length': 16}, {'text': '@michaelc619', 'length': 12}, {'text': '💕♥️💕💗💞💖❣️💓', 'length': 10}, {'text': '@amairahmelody @emilycereola @i_am_manda11592', 'length': 45}, {'text': '💞', 'length': 1}, {'text': 'Chobani💓💖❤️❣️ @chobani @chobaniate @chobanieatss', 'length': 48}, {'text': 'Where are these bracelets available?', 'length': 36}, {'text': '❤️', 'length': 2}]"
Chobani has oatmilk.,<Post CZ8W6gwjeRc>,2030,27,['oatmilk'],14/02/22,Chobani has oatmilk. Which means #oatmilk is everywhere.,56,"[{'text': '🙌🙌🙌😂', 'length': 4}, {'text': '@jessyfierce_  is this how vegans celebrate. ?', 'length': 46}, {'text': 'Oatmilk!!!! @tsaglimbeni', 'length': 24}, {'text': 'Why??? We don’t find it in stores and you’re doing this??', 'length': 57}, {'text': 'I would have drank it all 😩😩😩😩', 'length': 30}, {'text': '🤨🤔 two takes video?', 'length': 19}, {'text': 'There is people that would love to have this to eat and you guys are wasting it? This should be a sin @chobani @antrexgy', 'length': 120}, {'text': 'I’m stressed out about his clipboard and notes being damaged', 'length': 60}, {'text': '@hamdi.ulukaya Food should not be wasted. It takes a lot to make it.', 'length': 68}, {'text': 'feels bad 😤big no', 'length': 17}, {'text': 'Not a big fan of wasting food.', 'length': 30}, {'text': ""Are you saying... there's an Asian American pro football coach?"", 'length': 63}, {'text': 'Oopsie...', 'length': 9}, {'text': 'Unfollow. Food should not be wasted.', 'length': 36}, {'text': 'Cute', 'length': 4}, {'text': '👏👏👏😂', 'length': 4}, {'text': 'Next time just mix dirt and water instead of wasting food', 'length': 57}, {'text': 'Cringe', 'length': 6}, {'text': 'Omg I would love to drink that instead!!!!', 'length': 42}, {'text': 'OMGGGG YASSS NOW I CAN DRINK IT WITH THE DOLLOP YOGHIE', 'length': 54}, {'text': '😂', 'length': 1}, {'text': 'Lol these comments 🤦🏼\u200d♀️😂', 'length': 25}]"
One more good,<Post CZ5DO3ZjliG>,1125,18,"['creamy', 'delish', 'asmr']",12/02/22,"One more good reason to ❤️ your air fryer: Yogurt Custard Toast made with Chobani Greek Yogurt. Fluffy bread, smothered with a #creamy custard-y spread, air fried for a perfect crisp in every bite. #delish #asmr",211,"[{'text': 'I’m PAYING BILLS OF FIRST SIX PEOPLE TO DM ‘’SUPPORT’’ 🙏GOD BLESS Y’ALL🙏', 'length': 72}, {'text': 'Wow is this @fieldstotable ??!', 'length': 30}, {'text': 'LOVE!', 'length': 5}, {'text': '@fieldstotable you inspire me', 'length': 29}, {'text': '🥑🥑🥑🥑🥑', 'length': 5}, {'text': '@ann.gordonn', 'length': 12}, {'text': 'Ok !!!! Wow@#', 'length': 13}, {'text': 'What!!? I would have never thought about making this 😍YUM', 'length': 57}, {'text': '🥑🥑🥑🥑🥑🥑🥑🥑🥑🥑🥑', 'length': 11}, {'text': '🙌🙌🙌🙌🙌', 'length': 5}, {'text': '@rgiles1  this is fun', 'length': 21}, {'text': 'So....a tart with bread at the crust', 'length': 36}, {'text': 'Here for this🔥🔥', 'length': 15}, {'text': 'I never thought to make toast like this! 😍', 'length': 42}, {'text': '@chobani . I love your products.. but compared to America 🇺🇸. In Australia we don’t have half these products available. When are you going to make all these products available down under 🇦🇺?? I ❤️❤️❤️ your low fat , low sugar products especially.. but you guys have EVERYTHING!!! Thanks … Bree 💯🇦🇺👍🏼❤️', 'length': 301}, {'text': 'Oh wow I need to try this!!', 'length': 27}, {'text': '😮😮😮', 'length': 3}, {'text': 'I made this & it was very good!', 'length': 31}]"
